"CJID","0503233025966D514RH20GTA511"
"PJID","0503233025970D514RH20_1"
"Module Name","PM6"
"Wafer No","[1-06]"
"Recipe Class","Process/P6"
"Recipe Name","P-P6-VEGALITE45-R6"
"User","SERVICE"
"Lot Start Time","2025/05/03","23:30:33"
"Lot End Time","2025/05/04","00:55:49"

"LogType","Trace"
"Sampling Interval[sec]","0.10"

"Trace Start Time","2025/05/03","23:50:45"
"Trace End Time","2025/05/03","23:53:02"

"Interval","Step","ChamberPressure","ChamberPressure@","UpperRF","UpperRF@","LowerRF","LowerRF@","UpperRFReflect","LowerRFReflect","UpperVpp","LowerVpp","H2    (1)Flow","H2    (1)Flow@","none  (2)Flow","none  (2)Flow@","none  (3)Flow","none  (3)Flow@","C4F8  (4)Flow","C4F8  (4)Flow@","NF3 Lo(5)Flow","NF3 Lo(5)Flow@","CH2F2 (6)Flow","CH2F2 (6)Flow@","O2 Lo (7)Flow","O2 Lo (7)Flow@","CO2   (8)Flow","CO2   (8)Flow@","CF4   (9)Flow","CF4   (9)Flow@","none  (10)Flow","none  (10)Flow@","CHF3  (11)Flow","CHF3  (11)Flow@","N2    (12)Flow","N2    (12)Flow@","COS   (13)Flow","COS   (13)Flow@","O2 Hi (14)Flow","O2 Hi (14)Flow@","He    (15)Flow","He    (15)Flow@","Ar Hi (16)Flow","Ar Hi (16)Flow@","UpperTemp","UpperTemp@","WallTemp","WallTemp@","LowerTemp","LowerTemp@","LowerHeaterCurrent","LowerBRTemp","LowerBRTemp@","LowerEdgeTemp","LowerEdgeTemp@","LowerEdgeCurrent","EdgeHePress","EdgeHePress@","EdgeHeFlow","ESCVoltage","ESCVoltage@","ESCCurrent","APCPosition","APCTemp","APCTemp@","C1Pos(Upper)","C1Pos(Upper)@","C2Pos(Upper)","C2Pos(Upper)@","C1Pos(Lower)","C1Pos(Lower)@","C2Pos(Lower)","C2Pos(Lower)@","Imp.R(Upper)","Imp.Jx(Upper)","Imp.R(Lower)","Imp.Jx(Lower)","UpperFlowRate","LowerFlowRate","CPIPos.","CPIPos.@","CenterFlowRatio","CenterFlowRatio@","CenterGasPress","EdgeGasPress","Pin Torque","Pin Speed"
"10.70","1","78.2","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.917","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"10.80","1","78.2","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"10.90","1","78.5","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.00","1","78.5","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.10","1","78.5","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.1","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.20","1","78.7","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.5","60.0","19.7","20.0","64","-10.0","-10.0","19.8","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.30","1","78.7","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.5","60.0","20.4","20.0","64","-10.0","-10.0","20.3","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.40","1","78.7","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","20.026","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","64","-10.0","-10.0","20.3","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.50","1","79.0","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","64","-10.0","-10.0","20.3","20.0","58","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.9","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.60","1","79.0","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.986","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.70","1","79.0","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.80","1","79.1","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"11.90","1","79.1","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.00","1","79.1","80.0","0","0","0","0","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.10","2","79.1","80.0","0","0","0","100","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.20","2","79.2","80.0","0","0","0","100","0","0","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.4","20.0","55","-10.0","-10.0","20.3","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.30","2","79.2","80.0","0","0","73","100","0","69","0","0","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","55","-10.0","-10.0","20.1","20.0","51","0.1","0.0","0.0","0","0","1","4.5","89.2","90.0","1400","0","2000","0","1000","0","1000","0","50.0","0.0","50.0","0.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.40","2","79.2","80.0","0","0","100","100","0","9","0","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","55","-10.0","-10.0","20.1","20.0","51","0.1","0.0","0.0","-8","0","3","4.5","89.2","90.0","1400","0","2000","0","927","0","1074","0","50.0","0.0","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.50","2","80.3","80.0","0","0","100","100","0","15","0","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","55","-10.0","-10.0","20.1","20.0","51","0.1","0.0","0.0","-4","0","4","4.5","89.2","90.0","1400","0","2000","0","927","0","1074","0","50.0","0.0","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.60","2","80.3","80.0","0","300","100","100","0","14","0","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","-1","0","3","4.7","89.2","90.0","1400","0","2000","0","927","0","1074","0","50.0","0.0","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.70","2","80.3","80.0","82","300","100","100","27","9","0","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","20.026","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","0","0","2","4.7","89.2","90.0","1400","0","2000","0","927","0","1074","0","50.0","0.0","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.80","2","81.2","80.0","299","300","100","100","2","26","87","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","0","0","2","4.7","89.2","90.0","1456","0","2057","0","927","0","1074","0","26.6","-94.4","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"12.90","2","81.2","80.0","300","300","100","100","0","6","87","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","0","0","2","5.0","89.2","90.0","1456","0","2057","0","927","0","1074","0","26.6","-94.4","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.00","2","81.2","80.0","300","300","100","100","0","4","87","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","0","0","2","5.0","89.2","90.0","1456","0","2057","0","927","0","1074","0","26.6","-94.4","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.10","3","80.7","80.0","300","300","100","100","1","2","87","187","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.917","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","0","2500","2","5.0","89.2","90.0","1456","0","2057","0","927","0","1074","0","26.6","-94.4","7.1","35.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.20","3","80.7","80.0","300","300","100","100","1","0","87","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","7.004","7.000","0.000","0.000","20.026","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.1","20.0","49","0.1","0.0","0.0","606","2500","1","4.8","89.2","90.0","1456","0","2057","0","1327","0","963","0","26.6","-94.4","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.30","3","80.7","80.0","300","300","100","100","0","0","87","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.0","20.0","49","0.1","0.0","0.0","1824","2500","32","4.8","89.2","90.0","1456","0","2057","0","1327","0","963","0","26.6","-94.4","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.40","3","79.3","80.0","300","300","100","100","0","0","87","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","20.026","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.0","20.0","54","-10.0","-10.0","20.0","20.0","49","0.1","0.0","0.0","2336","2500","142","4.8","89.2","90.0","1456","0","2057","0","1327","0","963","0","26.6","-94.4","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.50","3","79.3","80.0","300","300","100","100","0","0","87","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.0","20.0","54","-10.0","-10.0","20.0","20.0","49","0.1","0.0","0.0","2490","2500","144","4.5","89.1","90.0","1456","0","2057","0","1327","0","963","0","26.6","-94.4","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.60","3","79.3","80.0","300","300","100","100","0","0","1634","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2499","2500","118","4.5","89.1","90.0","1564","0","2091","0","1327","0","963","0","47.6","-0.9","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.70","3","79.1","80.0","300","300","100","100","0","0","1634","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2500","2500","95","4.5","89.1","90.0","1564","0","2091","0","1327","0","963","0","47.6","-0.9","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.80","3","79.1","80.0","300","300","100","100","0","0","1634","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2501","2500","80","4.5","89.1","90.0","1564","0","2091","0","1327","0","963","0","47.6","-0.9","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"13.90","3","79.1","80.0","300","300","100","100","0","0","1634","789","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.986","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2501","2500","71","4.5","89.1","90.0","1564","0","2091","0","1327","0","963","0","47.6","-0.9","46.5","-9.6","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.00","3","79.4","80.0","300","300","100","100","0","0","1634","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.986","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2501","2500","66","4.5","89.1","90.0","1564","0","2091","0","1410","0","939","0","47.6","-0.9","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.10","3","79.4","80.0","300","300","100","100","0","0","1634","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2501","2500","63","4.5","89.1","90.0","1564","0","2091","0","1410","0","939","0","47.6","-0.9","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.20","3","79.4","80.0","300","300","100","100","0","0","1634","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.4","60.0","20.0","20.0","59","-10.0","-10.0","20.0","20.0","54","0.1","0.0","0.0","2501","2500","61","4.5","89.1","90.0","1564","0","2091","0","1410","0","939","0","47.6","-0.9","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.30","3","79.7","80.0","300","300","100","100","0","0","1634","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","7.004","7.000","0.000","0.000","19.917","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.417","100.000","80.0","80.0","60.4","60.0","20.2","20.0","59","-10.0","-10.0","19.9","20.0","54","0.1","0.0","0.0","2501","2500","60","4.5","89.1","90.0","1564","0","2091","0","1410","0","939","0","47.6","-0.9","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.40","3","79.7","80.0","300","300","100","100","0","0","1705","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.4","60.0","20.2","20.0","59","-10.0","-10.0","19.9","20.0","54","0.1","0.0","0.0","2501","2500","60","4.5","89.1","90.0","1601","0","2086","0","1410","0","939","0","48.8","-0.6","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.50","3","79.7","80.0","300","300","100","100","0","0","1705","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.995","100.000","80.0","80.0","60.4","60.0","20.2","20.0","59","-10.0","-10.0","19.9","20.0","54","0.1","0.0","0.0","2501","2500","60","4.5","89.1","90.0","1601","0","2086","0","1410","0","939","0","48.8","-0.6","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.60","3","79.7","80.0","300","300","100","100","0","0","1705","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.2","20.0","56","-10.0","-10.0","19.9","20.0","55","0.1","0.0","0.0","2503","2500","59","4.5","89.2","90.0","1601","0","2086","0","1410","0","939","0","48.8","-0.6","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
"14.70","3","79.7","80.0","300","300","100","100","0","0","1705","804","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","6.995","7.000","0.000","0.000","19.971","20.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","0.000","99.706","100.000","80.0","80.0","60.5","60.0","20.2","20.0","56","-10.0","-10.0","19.9","20.0","55","0.1","0.0","0.0","2503","2500","59","4.5","89.2","90.0","1601","0","2086","0","1410","0","939","0","48.8","-0.6","49.8","-2.0","19.8","24.9","93","93","50.0","50.0","5.98","5.67","0.00","0.00"
